program	x_size	y_size	size	time	mean	sd
biojsmsa	100	1024	102400	2.2656555793	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.0211293663	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.2193971703	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.1564222933	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	1.3965803493	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.1592634443	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.0712524403	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.0806929243	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	1.9312862353	2.0392412153	0.24545784385745026
biojsmsa	100	1024	102400	2.0907323503	2.0392412153	0.24545784385745026
biojsmsa	100	1048576	104857600	18.79355839026	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	18.928890383259997	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	19.96877728026	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	18.73830527526	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	18.979978304259998	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	21.189382004259997	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	20.16898202726	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	21.265582345259997	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	20.80490322126	20.00427710176	1.0738946268367855
biojsmsa	100	1048576	104857600	21.20441178626	20.00427710176	1.0738946268367855
biojsmsa	100	128	12800	2.1705261229599997	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.25634107996	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	2.0375680459599996	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.49806811596	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	2.05876307996	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	2.02425749896	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.7122780479600002	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.89906134396	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.92315106496	1.85656083126	0.28535243801934357
biojsmsa	100	128	12800	1.98559391196	1.85656083126	0.28535243801934357
biojsmsa	100	131072	13107200	4.89489666052	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	5.34858445452	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.111455063519999	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.36501475352	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.853592090519999	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.613548605519999	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.12613243952	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	3.96404900952	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.40530091752	4.4954519920200005	0.4308825485736081
biojsmsa	100	131072	13107200	4.27194592552	4.4954519920200005	0.4308825485736081
biojsmsa	100	16384	1638400	2.82263379342	2.52401084112	0.30508946022452405
biojsmsa	100	16384	1638400	2.0290822634200003	2.52401084112	0.30508946022452405
biojsmsa	100	16384	1638400	2.2520226034200004	2.52401084112	0.30508946022452405
biojsmsa	100	16384	1638400	2.5361951404200003	2.52401084112	0.30508946022452405
biojsmsa	100	16384	1638400	2.26689688642	2.52401084112	0.30508946022452405
biojsmsa	100	16384	1638400	3.0917201114200004	2.52401084112	0.30508946022452405
