program	x_size	y_size	size	time	mean	sd
biojsmsa	1024	1024	1048576	2.76310729092	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.20769335392	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.35617676192	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.49608122592	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.48659367392	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.50802170792	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.4686821539199997	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.47994514692	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.71411102192	2.4873720311199996	0.1607718350915407
biojsmsa	1024	1024	1048576	2.39330797392	2.4873720311199996	0.1607718350915407
biojsmsa	128	128	16384	1.78086140336	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.20806227336	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.26856617536	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	1.9141930683600001	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.14566228536	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.02314486736	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.06935695736	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.24807261236	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.1028000753600002	2.0858759838600003	0.15104772007246467
biojsmsa	128	128	16384	2.09804012036	2.0858759838600003	0.15104772007246467
biojsmsa	16384	16384	268435456	11.81452299588	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	10.704739978880001	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	11.71005648088	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	10.616330879880001	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	11.30921501988	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	11.696785892880001	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	11.07613941788	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	11.46342962688	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	10.32129217688	11.16224611678	0.5173879537101697
biojsmsa	16384	16384	268435456	10.90994869788	11.16224611678	0.5173879537101697
biojsmsa	2048	2048	4194304	1.76422358996	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.35244796496	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	1.8575125309600002	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.07921991696	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.26654842896	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.24873993296	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	1.9050817449600002	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	1.75920375396	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.14998407896	2.04933473686	0.21515924017252117
biojsmsa	2048	2048	4194304	2.11038542596	2.04933473686	0.21515924017252117
biojsmsa	256	256	65536	2.43536764602	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	2.29377120702	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	2.3407303110199997	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	2.72533765202	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	2.01255366302	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	2.0440118420199997	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	1.8947158670200002	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	1.9435564200200002	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	1.96602030502	2.14997095972	0.28579564251886513
biojsmsa	256	256	65536	1.8436446840200003	2.14997095972	0.28579564251886513
biojsmsa	4096	4096	16777216	3.13618429396	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	3.02506930796	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.96093088896	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.87657967696	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	3.13832893696	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.55898005796	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.39556092296	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.68312808596	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.92048916596	2.8294262424600003	0.25635945012924277
biojsmsa	4096	4096	16777216	2.59901108696	2.8294262424600003	0.25635945012924277
biojsmsa	512	512	262144	1.7048466569	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.3653813129	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.4367936239	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.2662024389	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.6926133559	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.9870739199	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.3802655319000001	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.3669703259000001	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.2210978789	1.4853509813999999	0.23695835356136336
biojsmsa	512	512	262144	1.4322647689	1.4853509813999999	0.23695835356136336
biojsmsa	8192	8192	67108864	4.84145214988	4.5080664637800005	0.34095202644308287
biojsmsa	8192	8192	67108864	4.334309640880001	4.5080664637800005	0.34095202644308287
biojsmsa	8192	8192	67108864	4.4644393108800005	4.5080664637800005	0.34095202644308287
biojsmsa	8192	8192	67108864	4.11452025188	4.5080664637800005	0.34095202644308287
biojsmsa	8192	8192	67108864	5.22625869688	4.5080664637800005	0.34095202644308287
biojsmsa	8192	8192	67108864	4.16481113088	4.5080664637800005	0.34095202644308287
